Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
1041,1.25681284180336,0.649891456747294,-0.310299712474549,0.905388879619374,-0.0543553653589284,-1.5854959064773,0.441332332601723,-0.370409270532511,-0.2664211250827,-0.614024998471885,0.500160451934544,0.328906217059555,0.453105009364269,-1.10731081998394,0.851270832880011,0.33652133942965,0.901722884865599,-0.037098192601903,-0.450585996784471,-0.0518825355323605,-0.110156917813073,-0.235663298769077,-0.0455106141454889,0.640205938259953,0.54675126966054,0.346590388167886,-0.0298833326737705,0.0411622988533177,0.76,true
1232,-2.78032065674625,1.02974505913315,-0.912467537638501,-2.09868910646764,-0.491635331070626,-1.64670345840417,-0.326313901860954,0.981057341448026,0.563343369159564,-1.18555153101874,-0.291022243729152,1.45071549781444,1.00853208097862,0.970062627446321,1.16731612136385,-0.720585763026131,0.53875535768276,-0.704471809743706,0.182256181544749,-0.13144022100738,0.131998445267121,0.325925481671901,-0.475174900303284,0.193596226768515,-0.0901660747400639,-0.130921321418076,0.0926221192821703,-0.0807564577415974,1,true
1753,-1.04641705758389,1.05013589936598,1.31608386861025,0.0118334348158041,0.143768485014565,-0.230476412947371,0.911031719723856,-0.171000866253219,0.0313576763069426,-0.111938247653834,-0.985567219828272,0.671047993423073,1.34286109895619,-0.666224125143221,-0.4836271544952,-0.386610270324931,-0.260963971668642,-0.568152432289799,0.5793395368063,0.166018559890165,-0.246779587057217,-0.21330779545576,-0.199853012447394,-0.0499849388429028,0.0592743559086996,0.188311650017279,-0.373486059852858,-0.337858469865021,42.67,true
2091,-3.67822057339393,2.75535937294199,0.300919169071423,-2.36492270509297,-0.1463978790787,-0.699711723120577,1.28848005526534,-0.673260329938653,3.74790797645134,4.79461371658622,-0.781797766697927,-1.38693929199626,-1.52191274405134,-1.69919686338945,1.11502816699314,0.306117836897352,-1.45295882074355,-0.247907724161574,-0.782788267355178,2.00683643687869,-0.874961095650224,-0.69264978916169,-0.203206118465627,-0.512898455781274,0.388589146212977,0.733366425005668,1.14897924415136,0.373306942705938,38.44,true
2100,-0.401107251429264,0.649968183781372,1.11865515293011,-2.14881258793898,0.216026450716269,-1.18279139698686,1.05986452115501,-0.286678197342968,0.598739339980193,-0.976074207988564,1.32816943224542,0.82565278546739,-0.46418064560371,0.308702175309165,0.201156996833559,-0.376433370160136,-0.812438924662445,0.558324073964258,0.189976918149636,0.0307847066836045,0.110147144143127,0.653486564740764,-0.30673864287214,0.33058600541471,0.0377715222311225,-0.856237993239442,0.233980928764065,-0.0242286020780762,1,true
2626,0.983559976280137,-0.135449638235251,0.494679267992451,0.672682765104759,-0.382023726920279,-0.216187254504406,0.00480321050436157,0.0476635729433557,0.0528141152220039,-0.185602945480096,0.477305596139488,0.485201630530382,-0.088532819440740207,0.399676561804813,1.56015440786173,-0.357670866445217,0.280509925739528,-1.49885071454384,-0.992389093371714,-0.0136926071313753,-0.131336937053841,-0.523707006910624,0.165661239345204,0.0857601196518998,-0.0164294167683319,0.125392864911417,-0.0137624145036722,0.0298363603913178,87.68,true
2804,-0.45830059036055,0.650305065686666,1.18906699756962,-2.15618878207279,0.355922202383011,-0.816040410003808,1.02694365857414,-0.195139685100182,0.490547049933801,-1.03802763409072,1.83509454036473,1.296149420217,0.0769096326473502,0.230578117421241,0.372558530643777,-0.756850318804452,-0.493431849797608,-0.0309182803077963,-0.249924893927612,0.030609819242119,0.15815422229936,0.854631629049925,-0.258966915124314,0.241717284004756,-0.0423006503895668,-0.841291292902597,0.254635898938907,-0.0242727682512519,1,true
2985,1.31540417163793,-0.0335770857321864,-1.089984305864,-0.557087388354872,2.02993119987457,3.26812962634987,-0.534993827316445,0.80825009836415,-0.0527240382988317,0.00114875453377001,-0.0286089299546822,0.0736565150203547,0.04128482958256,0.425500485392321,1.2452765300024,0.640367512512013,-0.910236503458034,-0.0686980996025901,0.255267674459398,0.0169521541786674,-0.313307445437249,-1.06893437804012,0.103796606011009,0.992125714637669,0.369398160051982,0.110373548574965,-0.0283020664307734,0.0118363066968965,1.98,true
3635,0.600268425451419,-1.52742564573309,-0.338994919067426,-0.370287282638827,-0.047705953090142,1.6549424439272,-0.301515012017439,0.281082726553102,0.156748965516168,0.0403419704352552,2.65390230673731,-1.27915016419497,2.24237445049434,1.73703997581037,-0.361028895066223,-2.83567526255015,1.85163334739585,-0.420325806323631,-1.90908142693435,-0.00400959258834788,-0.248614926065969,-0.415910545869467,-0.209789871550628,-1.34354618595308,0.0595473236578002,0.951289242424109,-0.0680386728656045,0.0209482292289463,316.58,true
3749,1.4283226758285,-0.639265819534912,-0.899444417109149,-1.62767593603294,1.47204108726757,3.26972259098367,-1.18890691993476,0.713979179661183,0.361752823185362,0.28851872763596,1.00931996014305,-3.17391314789027,1.86668607528265,1.40936987386617,0.258100526398593,1.53176440048116,0.445652476826852,-0.868692695524697,0.771042801066719,0.193622358311008,-0.286570349198957,-0.890889569922056,0.0935505286130879,0.919304679247476,0.362156193084665,-0.506892226866803,-0.0172920144715115,0.0130093623784683,28,true
3850,-0.405257453030346,0.343190859181335,1.54190027426473,-0.150505945680492,1.01856091926787,1.62892431846861,0.108583978657634,0.51518208420157,1.11912508551142,-0.580085419075488,2.53635330235917,-3.10828113559612,-1.13054348801707,2.22886549295794,0.844581294361682,-0.735898383426316,1.21734413913724,-1.11299591038196,-1.3026926262962,-0.268327215696686,-0.256329984796345,-0.432258117479774,0.112297109333145,-1.48567817180229,-0.68146545530596,0.123681824797153,-0.151843639539685,-0.23752471000233,11.02,true
4027,-0.567931988705195,1.17756840937896,2.47593592078826,0.660620720175324,-0.256021047317337,-0.885931440228484,0.594311687029954,-0.229117921677288,0.424647533243348,-0.862646316094561,1.23980868763095,-1.98325276705618,2.51232656414546,1.46862569647837,0.416111765012334,-0.245032580816453,0.761172010501267,-0.278356595715289,0.379331502098361,0.0984684776241999,-0.351052581227966,-0.792014825285392,-0.0235426360201404,0.866348825860221,-0.107321394417897,0.0924598254125764,0.0107123991000914,0.0780662494382424,8.67,true
4462,-2.30334956758553,1.759247460267,-0.359744743330052,2.33024305053917,-0.821628328375422,-0.0757875706194599,0.562319782266954,-0.399146578487216,-0.238253367661746,-1.52541162656194,2.03291215755072,-6.56012429505962,0.0229373234890961,-1.47010153611197,-0.698826068579047,-2.28219382856251,-4.78183085597533,-2.61566494476124,-1.33444106667307,-0.430021867171611,-0.294166317554753,-0.932391057274991,0.172726295799422,-0.0873295379700724,-0.156114264651172,-0.542627889040196,0.0395659889264757,-0.153028796529788,239.93,fraud
4819,-1.73551460121725,-0.0799314020825146,1.5590160182178,-2.80864889284413,-0.422329815309045,-0.702212412788462,-0.146150771602717,0.527868251563285,2.77805594793188,-2.66300914115406,-0.797013176930548,-2.57555619438855,0.921686672359802,1.40950978436147,-0.435661091595111,0.49598283547107,-0.0286965493948493,0.883002418969642,-0.771383573275577,0.0798354141168592,0.0272205600544381,0.0810565418270096,-0.29146598261953,-0.494953115634187,0.803284430725263,-0.100085794157179,0.0987910689630969,-0.0347704015681578,83,true
4958,-0.640150603073427,0.726085882569271,1.53051112245306,-1.49088267491109,0.048490659385682,-0.552723964401062,0.841475348721062,-0.268045424414802,1.25777137979165,-1.39924758464155,0.102826295002016,-1.86013214481204,3.28811247766108,0.898008588743216,-0.857545174066679,1.20540575647253,-0.699181857892849,-0.0928039630194169,-1.72839832132421,-0.175180584413583,-0.156851468238263,-0.273302245816458,0.0555590391168983,-0.143656527446497,-0.758317375660095,0.382465340805523,-0.0633758315609974,0.146907149913027,76,true
5171,0.247985832703439,-1.77479735318252,0.896106315965704,0.84213681170214,-1.79275562258981,-0.42435433727587,-0.122091082910749,-0.188306645355756,2.28995946365856,-0.989938002753122,0.607659375439175,-1.89932623676896,1.78288084502463,1.10747484226013,-0.408267709737836,0.100143646322868,0.788321989403043,-0.1282321545295,-0.251273721545471,0.885879711195722,0.0509709674336146,-0.528862869609282,-0.32076550935043,0.765716535398927,-0.133279079005382,0.87850104127918,-0.15297461361751,0.0989995850536817,500,true
5342,-1.40895717486462,1.74316477139214,1.57811576000886,2.07173532519589,-0.782966617700976,-0.0809541347707595,-0.527408070165811,1.04577944246508,-0.00762797924503972,-0.086968249456344,1.66727875780725,-2.22499397726481,0.910633079634993,2.34498435344143,-0.893498968896489,1.28429883720246,0.143796014284948,0.962980009894217,-0.99263914755752,-0.274123658645878,0.0075831626582298,-0.0749984474916699,0.200668545227489,0.403876809032345,-0.700960073515783,-0.316165465012159,0.00309492963037432,0.0632587341491829,13.27,true
6986,-4.39797444171999,1.35836702839758,-2.5928442182573,2.67978696694832,-1.12813094208956,-1.70653638774951,-3.49619729302467,-0.248777743025673,-0.24776789948008,-4.80163740602813,4.89584422347523,-10.9128193194019,0.184371685834387,-6.77109672468083,-0.00732618257771211,-7.35808322132346,-12.5984185405511,-5.13154862842983,0.308333945758691,-0.17160787864796,0.573574068424352,0.176967718048195,-0.436206883597401,-0.0535018648884285,0.252405261951833,-0.657487754764504,-0.827135714578603,0.849573379985768,59,fraud
7083,-0.883906072161828,1.01883498889754,1.33983114898909,-1.10927790317284,-0.107085361244914,-0.513973229073319,0.166603008798397,0.462124638297108,0.601537923522496,-1.35563777676736,2.37065672302306,-1.67023435638884,1.34074303100431,2.11672285418006,-0.845759548883114,0.404875260683864,0.395585508346647,-0.102644763838992,-0.969725453475952,-0.313800833670369,-0.023116685970584,-0.0213301385478802,-0.006243919182017,0.216871137808043,-0.484117028543277,0.709037562923092,-0.129238637214599,0.0326302035135075,2.31,true
7479,-1.82482017261087,1.32384097850266,1.71522331331462,1.40043572983441,0.393152923609356,-0.620743099805317,0.238854498466234,-0.324222925978474,1.03227755991625,0.539417058613201,1.5056468252024,-1.7351692709668,2.82321032088304,1.25036182129915,0.804671779449054,-0.851399416502754,0.976924501533186,-0.489339712602394,-0.0331451830791464,-0.177322554082234,-0.171634963595493,0.176760795743942,-0.399157110093416,0.614983926248395,-0.126413104032336,-0.376220745102175,-0.013815895845936,0.23115628449981,31.5,true
7519,1.23423504613468,3.0197404207034,-4.30459688479665,4.73279513041887,3.62420083055386,-1.35774566315358,1.71344498787235,-0.496358487073991,-1.28285782036322,-2.44746925511151,2.10134386504854,-4.6096283906446,1.46437762476188,-6.07933719308005,-0.339237372732577,2.58185095378146,6.73938438478335,3.04249317830411,-2.72185312222835,0.00906083639534526,-0.37906830709218,-0.704181032215427,-0.656804756348389,-1.63265295692929,1.48890144838237,0.566797273468934,-0.0100162234965625,0.146792734916988,1,fraud
7526,0.00843036489558254,4.13783683497998,-6.24069657194744,6.6757321631344,0.768307024571449,-3.35305954788994,-1.63173467271809,0.15461244822474,-2.79589246446281,-6.18789062970647,5.66439470857116,-9.85448482287037,-0.306166658250084,-10.6911962118171,-0.638498192673322,-2.04197379107768,-1.12905587703585,0.116452521226364,-1.93466573889727,0.488378221134715,0.36451420978479,-0.608057133838703,-0.539527941820093,0.128939982991813,1.48848121006868,0.50796267782385,0.735821636119662,0.513573740679437,1,fraud
7535,0.0267792264491516,4.13246389713003,-6.56059996809658,6.34855667313983,1.32966566904142,-2.51347884762413,-1.68910220031328,0.303252800547589,-3.13940905736457,-6.04546779778801,6.75462544809695,-8.94817857893317,0.702724998099873,-10.7338541032306,-1.37951985681718,-1.63896011485587,-1.74635013628103,0.776744097926754,-1.32735663549015,0.587743219006407,0.370508651493253,-0.57675247317433,-0.669605371766238,-0.759907529538618,1.60505555017462,0.540675396428899,0.737040381683977,0.496699108168337,1,fraud
7543,0.329594333318222,3.71288929524103,-5.77593510831666,6.07826550560828,1.66735901311948,-2.42016841351562,-0.812891249491333,0.133080117970748,-2.21431131204961,-5.13445447110633,4.56072010550223,-8.87374836164535,-0.797483599628474,-9.17716637009146,-0.25702477514424,-0.871688490451564,1.31301362907797,0.773913872552923,-2.37059945059811,0.269772775978284,0.156617169389793,-0.652450440932299,-0.551572219392364,-0.716521635357197,1.41571661508922,0.555264739787582,0.530507388890912,0.404474054528712,1,fraud
7551,0.316459000444982,3.80907594667829,-5.61515901119457,6.04744510216478,1.55402595692572,-2.6513531120137,-0.746579273100222,0.0555863112529252,-2.6786785422399,-4.95949291161496,6.43905335158373,-7.52011739288703,0.38635166741077,-9.25230724747513,-1.36518841502051,-0.502362190618164,0.784426598154274,1.49430460743838,-1.80801215867357,0.388307428238927,0.208828369001674,-0.511746619200722,-0.583813220813723,-0.219845029091423,1.47475258440688,0.491191925656006,0.518868284577287,0.40252806767232,1,fraud
7610,0.725645739819857,2.30089443776603,-5.32997618300917,4.007682804682,-1.73041059025206,-1.73219256822244,-3.96859261813707,1.06372815344105,-0.486096552344833,-4.62498495406596,5.5887239146762004,-7.14824263637845,1.68045074096412,-6.21025774661028,0.495282117814298,-3.5995402092184,-4.83032424210571,-0.649090120211694,2.2501232487881,0.504646226103286,0.589669127323198,0.109541319229913,0.601045276521079,-0.364700278220039,-1.84307769215194,0.351909298434892,0.594549978086464,0.0993722360416487,1,fraud
7672,0.702709900098753,2.42643280600508,-5.23451329584052,4.41666124290876,-2.17080621591773,-2.66755356121463,-3.87808845483572,0.911337122229195,-0.166199039175942,-5.00924850212751,4.67572941865677,-8.16718805173089,0.638559282180499,-6.76333439062322,1.29686025605627,-3.81175840977789,-3.75412806618729,-1.04917740227906,1.55419726345897,0.422743129198702,0.551179689117248,-0.00980235731325313,0.721698230069415,0.473245751402033,-1.9593037711687,0.31947554010746,0.600484916486359,0.129305225096566,1,fraud
7740,1.02387386852139,2.00148526626613,-4.76975183220974,3.81919458538265,-1.2717542273697,-1.7346624268403,-3.05924503160896,0.889804791975203,0.415382113237262,-3.95581234352737,3.57205481558784,-7.18645159050588,0.147242340802109,-5.24930454889762,1.67833367358535,-2.64147310915178,-1.31205856007348,-0.391716050952505,1.11826355175812,0.204137684042271,0.343282648722251,-0.0541956644068491,0.709653952497143,-0.372215866946976,-2.03206836614816,0.366777602071192,0.395170669257609,0.0202055389458413,1,fraud
7891,-1.58550536691994,3.26158454822833,-4.13742198305023,2.35709625199132,-1.40504331370135,-1.87943719306477,-3.51368687087654,1.51560674568816,-1.20716636120056,-6.23456133227108,5.45074606689486,-7.33371406736393,1.36119332407831,-6.60806825219469,-0.481069424899829,-2.60247787045261,-4.83511205239717,-0.553026089102902,0.351948943356815,0.315957258937511,0.501543149467536,-0.54686881157389,-0.0765836358993043,-0.425550366841581,0.123644186352002,0.321984539336613,0.264028160503965,0.132816719764592,1,fraud
7964,-1.17576498216189,1.03849283075919,1.33168591318271,-0.461609853225609,0.289980570044036,-0.36033370712178,0.293541318599753,0.61300175306245,0.745002243307983,-1.38210235739835,1.69098502181289,-2.4744681820242,-0.250245729901883,2.44588045336428,-1.29184961986467,0.792981307072842,-0.0953941050458875,0.379293478133445,-2.21159252682314,-0.536409384862696,0.0116231028471753,-0.0830846662466546,-0.0818049001683492,-0.120048531851514,-0.0866992714711271,-0.812415866674289,-0.0598868531295938,0.0219542779793571,10,true
8090,-1.78322883722709,3.40279371307631,-3.82274226552205,2.62536815276644,-1.97641541136284,-2.73168901231308,-3.43055914949085,1.41320351399318,-0.776941494554916,-6.19988176274188,4.36671348631445,-8.24326243368313,0.345761165232579,-6.59055029705192,0.265576095932165,-3.02845238846152,-4.21448627485607,-1.21360784773725,-0.265421595374812,0.364089115014408,0.454031931736316,-0.577525824201459,0.0459665375362652,0.461700017592254,0.044146161217817,0.305704433918549,0.530980986346765,0.243745598122111,1,fraud
8169,0.857321003765953,4.09391182702914,-7.42389358948559,7.38024451788662,0.973366022888688,-2.73076151658057,-1.49649705633444,0.543015172692922,-2.35119015933267,-3.94423849794435,6.35507773663404,-7.30974798382371,0.7484505505775,-9.05799252943745,-0.648944909074786,-1.07311652692728,1.52450091526025,1.83136353283608,-0.0897244112241547,0.483302650495284,0.375026285129017,0.145399853347782,0.240603265009756,-0.234649222710157,-1.00488094720044,0.435831916241838,0.618323805168482,0.148468944379397,1,fraud
8408,-1.81328048476897,4.91785071056565,-5.92612969400656,5.70150043141163,1.20439257214362,-3.03513754815611,-1.71340206347108,0.561257390902032,-3.79635425171163,-7.45484065078351,7.38805512292025,-10.4752286504099,-0.379314526756117,-11.7367291212569,-2.08698895215593,-2.44235398293755,-3.53552351168246,0.130360306640887,-2.07145048844325,0.576656033332069,0.615641835107552,-0.4064272753179,-0.73701807643754,-0.279641772215917,1.1067663744335,0.323885477719453,0.894766671515833,0.569518600269514,1,fraud
8415,-0.25147096006823,4.31352332575143,-6.89143771650147,6.79679668055103,0.616296505250374,-2.96632654187403,-2.43665252687714,0.489327898838014,-3.37163857159343,-6.81081309938215,7.62008905836908,-10.2852825163315,-0.342444334069655,-11.5434979157865,-1.3349879032835,-2.68928420445067,-3.20438340295762,0.0865218956911394,-1.31449509665307,0.632709963789826,0.536892074447128,-0.546126023729244,-0.605239547613772,-0.263743459593593,1.53991583077868,0.523573696680871,0.891024688365269,0.572740666549584,1,fraud
8451,0.314596589729515,2.66067027657541,-5.92003738034463,4.52249960508858,-2.3150272861839,-2.27835165394776,-4.68405393631569,1.20227026523098,-0.694695511200349,-5.52627805985834,6.66243683071252,-8.52546492534563,0.742745446888019,-7.67866801029943,0.593070459066131,-4.47813659534324,-5.84426647937357,-1.1027307945783,2.17738568653903,0.562705643312244,0.743314023428983,0.0640383555765096,0.677841675250346,0.0830078227438395,-1.91103446375022,0.322188398435937,0.620866538820488,0.185030354728703,1,fraud
8528,0.447395553302475,2.48195386638743,-5.66081393141405,4.4559228120932,-2.4437797540431,-2.18504026247234,-4.71614294470093,1.2498032517314701,-0.718326066573691,-5.3903302556601,6.45418752494833,-8.48534657377678,0.635281408794591,-7.01990155916612,0.53981407134798,-4.6498642988132,-6.2883575087823,-1.33931232244731,2.26298478762517,0.549612970886705,0.756052550277073,0.140167768675,0.665411100673545,0.131463791724986,-1.90821741154788,0.334807598686864,0.748534284767756,0.175413794422896,1,fraud
8538,1.06989060063153,-0.162713049513476,1.82730106128737,1.68474420636764,-1.07181408147613,0.661849881876144,-1.14623197471897,0.299210551773355,2.52060074382938,-0.598576407580646,0.174974186370236,-2.06748319850419,1.52158648582845,0.837054989147671,-0.315086699892424,-0.061199837000808,0.711035411999492,0.186046291494463,-1.00025268041486,-0.206307421728808,0.052179167542453,0.694230452322069,-0.0703356264368066,0.0541489472058519,0.361101444278065,-0.183204689154538,0.085024870044412,0.0336020788388865,13.9,true
8551,-4.74703829493661,2.57090052575536,-0.670665383266314,-3.04731552801149,2.50510681444184,4.48203147141158,-0.76693859860912,-6.61500462925357,4.89196109096411,4.35667081264552,1.55096795341408,-2.94608672147458,1.10889187759263,-0.6479430759723,0.409554790535112,0.267162340049456,-1.07443839483591,0.33922706848548,-1.16789587725573,1.60795268252159,0.814479157493796,-0.487758630445972,0.212530596820604,0.926391090032744,0.501133076348226,0.826883609595563,0.0893754040668446,-0.243426531710224,50,true
8614,-2.16992897559082,3.6396539992044,-4.50849778617728,2.73066814884895,-2.12269287053048,-2.34101682766366,-4.23525308290613,1.70353765763508,-1.30527913344307,-6.7167200227127,6.35361231915591,-8.60164826276464,0.449930038237225,-7.50616937408145,-0.438081781812467,-3.69451599830956,-6.30475338603049,-1.26758712788115,0.357987030484253,0.5007790539507,0.645103275621378,-0.503529448911197,-5.22821818299227e-4,0.0716957787676742,0.0920074334247208,0.308497931577036,0.552590914653841,0.298954478709399,1,fraud
8757,-1.86375555343732,3.44264397684973,-4.46825973145511,2.80533625940251,-2.1184124774924,-2.33228488731467,-4.2612371974404,1.70168184397858,-1.43939587542941,-6.99990663386522,6.31620967716699,-8.67081800476226,0.316023991908777,-7.41771206475053,-0.436537471366146,-3.65280196004741,-6.29314531907376,-1.24324829133852,0.364810482193887,0.36092400372093,0.66792657242141,-0.516242362128804,-0.012217811746839,0.070613703103445,0.0585044669560628,0.304882839588584,0.418012467185258,0.208858278145839,1,fraud
8808,-4.61721720415581,1.69569365346656,-3.11437220079491,4.32819855298178,-1.87325699086527,-0.989908135538263,-4.57726462658038,0.4722161584519,0.472016953377646,-5.57602263642415,4.80232276125089,-10.833164469314,0.104303875698575,-9.40542306160986,-0.80747786866047,-7.55234220350747,-9.8025617903912,-4.12062883466552,1.74050729036196,-0.0390459343384186,0.481829697240067,0.146023056445948,0.117038527549065,-0.21756459883966,-0.138776043706563,-0.424452881068275,-1.00204142597227,0.890780287970655,1.1,fraud
8878,-2.6618021745564,5.8563932148043,-7.65361621324071,6.37974188053221,-0.0607121191362683,-3.13154973153662,-3.10356974550479,1.77849156945338,-3.83115371623455,-7.19160424618226,7.10298858788516,-9.92869994299538,-0.0674983775194601,-10.924186865147,-1.69791397714032,-2.37942098527078,-2.77511389701838,0.273798971252603,-1.38218756352589,0.399096860264863,0.734774950378595,-0.43590118187623,-0.384765904180568,-0.286015663843443,1.00793382365812,0.413195532462339,0.28028415690056,0.303936550639395,1,fraud
8886,-2.53585211738111,5.79364414692454,-7.61846283574893,6.39582974649419,-0.0652101046678037,-3.13637196409103,-3.10455736262141,1.82323263760971,-3.87865758023391,-7.29780335001461,7.07166913682445,-10.001046368327,-0.207934540884304,-10.8606980453666,-1.69082504118249,-2.36085672411086,-2.76009701528795,0.29810341564323,-1.38555780172735,0.408704184487524,0.716719907055995,-0.448059938458541,-0.402406878680357,-0.288835222564699,1.01175223958707,0.425964621387216,0.413139555823146,0.308204656968305,1,fraud
8903,-5.35670399348992,2.94547956593646,-1.22413667642601,-3.04575385739078,1.93197107613944,4.54080539330165,-0.922486225211178,-6.21224690671141,4.90334766579758,4.40648197138467,1.43405377594866,-2.79082679378576,1.18284807337821,-0.408928238956246,0.396872244478191,0.394837046050865,-0.92452476953318,0.362057594180113,-1.20450553109839,1.58810253364175,0.80695213403578,-0.517967240816597,0.287722295490258,0.925361589713716,0.583349501406532,0.834057390440001,0.0897413710350683,-0.263623240351476,75,true
9064,-3.49910753739178,0.258555160773118,-4.48955807274398,4.85389435139681,-6.97452154477167,3.62838209065084,5.43127092073166,-1.94673371078472,-0.775680092900109,-1.9877731876087,4.69039566550924,-6.9980424321007,1.45401198637847,-3.73802333366749,0.31774206255503,-2.01354268083989,-5.1361351026702,-1.18382211654359,1.66339401354543,-3.04262575715977,-1.05236825623151,0.204816873569406,-2.11900744010783,0.170278608305444,-0.393844118118335,0.296367194488607,1.98591321801306,-0.900451638402827,1809.68,fraud
